"","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"15197","2013-01-13","Argentina",72,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15198","2013-01-13","Australia",152,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15199","2013-01-13","Austria",1286,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15200","2013-01-13","Belgium",374,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15201","2013-01-13","Bolivia",119,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15202","2013-01-13","Brazil",106,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15203","2013-01-13","Bulgaria",438,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15204","2013-01-13","Canada",6803,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15205","2013-01-13","Chile",2,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15206","2013-01-13","France",349,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15207","2013-01-13","Germany",1033,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15208","2013-01-13","Hungary",104,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15209","2013-01-13","Japan",2182,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15210","2013-01-13","Mexico",1591,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15211","2013-01-13","Netherlands",127,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15212","2013-01-13","New.Zealand",12,2013,NA,NA,NA,NA,NA,NA,NA
"15213","2013-01-13","Norway",470,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15214","2013-01-13","Paraguay",136,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15215","2013-01-13","Peru",105,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15216","2013-01-13","Poland",413,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15217","2013-01-13","Romania",651,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15218","2013-01-13","Russia",827,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15219","2013-01-13","South.Africa",1796,2013,NA,NA,NA,NA,NA,NA,NA
"15220","2013-01-13","Spain",81,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15221","2013-01-13","Sweden",25,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15222","2013-01-13","Switzerland",392,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15223","2013-01-13","Ukraine",520,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15224","2013-01-13","United.States",10555,2013,NA,NA,NA,NA,NA,NA,NA
"15225","2013-01-13","Uruguay",66,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15226","2013-01-20","Argentina",71,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15227","2013-01-20","Australia",122,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15228","2013-01-20","Austria",1598,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15229","2013-01-20","Belgium",802,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15230","2013-01-20","Bolivia",111,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15231","2013-01-20","Brazil",107,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15232","2013-01-20","Bulgaria",498,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15233","2013-01-20","Canada",4778,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15234","2013-01-20","Chile",2,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15235","2013-01-20","France",703,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15236","2013-01-20","Germany",1332,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15237","2013-01-20","Hungary",128,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15238","2013-01-20","Japan",3872,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15239","2013-01-20","Mexico",1669,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15240","2013-01-20","Netherlands",233,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15241","2013-01-20","New.Zealand",10,2013,NA,NA,NA,NA,NA,NA,NA
"15242","2013-01-20","Norway",321,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15243","2013-01-20","Paraguay",140,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15244","2013-01-20","Peru",98,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15245","2013-01-20","Poland",268,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15246","2013-01-20","Romania",696,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15247","2013-01-20","Russia",924,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15248","2013-01-20","South.Africa",1854,2013,NA,NA,NA,NA,NA,NA,NA
"15249","2013-01-20","Spain",99,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15250","2013-01-20","Sweden",28,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15251","2013-01-20","Switzerland",598,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15252","2013-01-20","Ukraine",537,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15253","2013-01-20","United.States",9408,2013,NA,NA,NA,NA,NA,NA,NA
"15254","2013-01-20","Uruguay",65,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15255","2013-01-27","Argentina",69,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15256","2013-01-27","Australia",131,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15257","2013-01-27","Austria",2063,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15258","2013-01-27","Belgium",1499,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15259","2013-01-27","Bolivia",110,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15260","2013-01-27","Brazil",112,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15261","2013-01-27","Bulgaria",559,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15262","2013-01-27","Canada",3939,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15263","2013-01-27","Chile",2,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15264","2013-01-27","France",1278,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15265","2013-01-27","Germany",1641,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15266","2013-01-27","Hungary",169,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15267","2013-01-27","Japan",5273,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15268","2013-01-27","Mexico",1866,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15269","2013-01-27","Netherlands",270,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15270","2013-01-27","New.Zealand",12,2013,NA,NA,NA,NA,NA,NA,NA
"15271","2013-01-27","Norway",267,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15272","2013-01-27","Paraguay",147,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15273","2013-01-27","Peru",88,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15274","2013-01-27","Poland",168,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15275","2013-01-27","Romania",778,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15276","2013-01-27","Russia",1239,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15277","2013-01-27","South.Africa",1758,2013,NA,NA,NA,NA,NA,NA,NA
"15278","2013-01-27","Spain",169,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15279","2013-01-27","Sweden",71,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15280","2013-01-27","Switzerland",719,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15281","2013-01-27","Ukraine",543,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15282","2013-01-27","United.States",7209,2013,NA,NA,NA,NA,NA,NA,NA
"15283","2013-01-27","Uruguay",61,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15284","2013-02-03","Argentina",78,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15285","2013-02-03","Australia",144,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15286","2013-02-03","Austria",2141,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15287","2013-02-03","Belgium",1387,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15288","2013-02-03","Bolivia",106,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15289","2013-02-03","Brazil",116,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15290","2013-02-03","Bulgaria",678,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15291","2013-02-03","Canada",3230,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15292","2013-02-03","Chile",2,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15293","2013-02-03","France",1324,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15294","2013-02-03","Germany",1876,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15295","2013-02-03","Hungary",220,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15296","2013-02-03","Japan",3057,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15297","2013-02-03","Mexico",1754,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15298","2013-02-03","Netherlands",174,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15299","2013-02-03","New.Zealand",10,2013,NA,NA,NA,NA,NA,NA,NA
"15300","2013-02-03","Norway",224,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15301","2013-02-03","Paraguay",145,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15302","2013-02-03","Peru",103,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15303","2013-02-03","Poland",112,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15304","2013-02-03","Romania",821,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15305","2013-02-03","Russia",1458,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15306","2013-02-03","South.Africa",1854,2013,NA,NA,NA,NA,NA,NA,NA
"15307","2013-02-03","Spain",183,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15308","2013-02-03","Sweden",73,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15309","2013-02-03","Switzerland",687,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15310","2013-02-03","Ukraine",555,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15311","2013-02-03","United.States",5541,2013,NA,NA,NA,NA,NA,NA,NA
"15312","2013-02-03","Uruguay",56,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15313","2013-02-10","Argentina",77,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15314","2013-02-10","Australia",144,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15315","2013-02-10","Austria",2297,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15316","2013-02-10","Belgium",1064,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15317","2013-02-10","Bolivia",103,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15318","2013-02-10","Brazil",131,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15319","2013-02-10","Bulgaria",776,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15320","2013-02-10","Canada",2768,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15321","2013-02-10","Chile",2,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15322","2013-02-10","France",1099,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15323","2013-02-10","Germany",2063,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15324","2013-02-10","Hungary",336,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15325","2013-02-10","Japan",1659,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15326","2013-02-10","Mexico",1636,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15327","2013-02-10","Netherlands",172,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15328","2013-02-10","New.Zealand",13,2013,NA,NA,NA,NA,NA,NA,NA
"15329","2013-02-10","Norway",199,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15330","2013-02-10","Paraguay",135,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15331","2013-02-10","Peru",96,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15332","2013-02-10","Poland",78,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15333","2013-02-10","Romania",880,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15334","2013-02-10","Russia",1453,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15335","2013-02-10","South.Africa",2037,2013,NA,NA,NA,NA,NA,NA,NA
"15336","2013-02-10","Spain",266,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15337","2013-02-10","Sweden",67,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15338","2013-02-10","Switzerland",669,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15339","2013-02-10","Ukraine",552,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15340","2013-02-10","United.States",4555,2013,NA,NA,NA,NA,NA,NA,NA
"15341","2013-02-10","Uruguay",56,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15342","2013-02-17","Argentina",75,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15343","2013-02-17","Australia",181,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15344","2013-02-17","Austria",2408,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15345","2013-02-17","Belgium",753,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15346","2013-02-17","Bolivia",124,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15347","2013-02-17","Brazil",141,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15348","2013-02-17","Bulgaria",732,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15349","2013-02-17","Canada",2597,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15350","2013-02-17","Chile",3,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15351","2013-02-17","France",894,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15352","2013-02-17","Germany",2023,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15353","2013-02-17","Hungary",417,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15354","2013-02-17","Japan",1381,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15355","2013-02-17","Mexico",1588,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15356","2013-02-17","Netherlands",141,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15357","2013-02-17","New.Zealand",17,2013,NA,NA,NA,NA,NA,NA,NA
"15358","2013-02-17","Norway",194,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15359","2013-02-17","Paraguay",129,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15360","2013-02-17","Peru",103,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15361","2013-02-17","Poland",69,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15362","2013-02-17","Romania",968,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15363","2013-02-17","Russia",1668,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15364","2013-02-17","South.Africa",1983,2013,NA,NA,NA,NA,NA,NA,NA
"15365","2013-02-17","Spain",258,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15366","2013-02-17","Sweden",42,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15367","2013-02-17","Switzerland",537,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15368","2013-02-17","Ukraine",595,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15369","2013-02-17","United.States",4240,2013,NA,NA,NA,NA,NA,NA,NA
"15370","2013-02-17","Uruguay",55,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15371","2013-02-24","Argentina",78,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15372","2013-02-24","Australia",188,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15373","2013-02-24","Austria",2060,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15374","2013-02-24","Belgium",494,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15375","2013-02-24","Bolivia",148,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15376","2013-02-24","Brazil",139,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15377","2013-02-24","Bulgaria",702,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15378","2013-02-24","Canada",2306,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15379","2013-02-24","Chile",3,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15380","2013-02-24","France",443,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15381","2013-02-24","Germany",1752,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15382","2013-02-24","Hungary",365,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15383","2013-02-24","Japan",1122,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15384","2013-02-24","Mexico",1540,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15385","2013-02-24","Netherlands",107,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15386","2013-02-24","New.Zealand",19,2013,NA,NA,NA,NA,NA,NA,NA
"15387","2013-02-24","Norway",147,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15388","2013-02-24","Paraguay",133,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15389","2013-02-24","Peru",98,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15390","2013-02-24","Poland",70,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15391","2013-02-24","Romania",971,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15392","2013-02-24","Russia",1757,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15393","2013-02-24","South.Africa",1913,2013,NA,NA,NA,NA,NA,NA,NA
"15394","2013-02-24","Spain",157,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15395","2013-02-24","Sweden",30,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15396","2013-02-24","Switzerland",400,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15397","2013-02-24","Ukraine",637,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15398","2013-02-24","United.States",3784,2013,NA,NA,NA,NA,NA,NA,NA
"15399","2013-02-24","Uruguay",55,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15400","2013-03-03","Argentina",76,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15401","2013-03-03","Australia",210,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15402","2013-03-03","Austria",1641,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15403","2013-03-03","Belgium",348,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15404","2013-03-03","Bolivia",167,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15405","2013-03-03","Brazil",137,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15406","2013-03-03","Bulgaria",647,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15407","2013-03-03","Canada",2068,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15408","2013-03-03","Chile",4,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15409","2013-03-03","France",193,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15410","2013-03-03","Germany",1461,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15411","2013-03-03","Hungary",254,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15412","2013-03-03","Japan",764,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15413","2013-03-03","Mexico",1605,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15414","2013-03-03","Netherlands",80,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15415","2013-03-03","New.Zealand",21,2013,NA,NA,NA,NA,NA,NA,NA
"15416","2013-03-03","Norway",149,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15417","2013-03-03","Paraguay",143,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15418","2013-03-03","Peru",100,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15419","2013-03-03","Poland",59,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15420","2013-03-03","Romania",948,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15421","2013-03-03","Russia",1389,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15422","2013-03-03","South.Africa",2024,2013,NA,NA,NA,NA,NA,NA,NA
"15423","2013-03-03","Spain",168,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15424","2013-03-03","Sweden",27,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15425","2013-03-03","Switzerland",262,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15426","2013-03-03","Ukraine",670,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15427","2013-03-03","United.States",3504,2013,NA,NA,NA,NA,NA,NA,NA
"15428","2013-03-03","Uruguay",56,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15429","2013-03-10","Argentina",84,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15430","2013-03-10","Australia",231,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15431","2013-03-10","Austria",1341,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15432","2013-03-10","Belgium",210,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15433","2013-03-10","Bolivia",187,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15434","2013-03-10","Brazil",149,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15435","2013-03-10","Bulgaria",656,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15436","2013-03-10","Canada",1901,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15437","2013-03-10","Chile",5,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15438","2013-03-10","France",73,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15439","2013-03-10","Germany",1237,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15440","2013-03-10","Hungary",166,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
"15441","2013-03-10","Japan",503,2013,2.1,83,1.42,126984964,NA,"Asia","Eastern Asia"
"15442","2013-03-10","Mexico",1529,2013,12.5,75.4,2.19,123740109,NA,"Americas","Central America"
"15443","2013-03-10","Netherlands",60,2013,3.3,81.2,1.77,16809157,NA,"Europe","Western Europe"
"15444","2013-03-10","New.Zealand",21,2013,NA,NA,NA,NA,NA,NA,NA
"15445","2013-03-10","Norway",157,2013,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"15446","2013-03-10","Paraguay",167,2013,18.6,74.1,2.86,6465669,NA,"Americas","South America"
"15447","2013-03-10","Peru",107,2013,14.2,79.1,2.42,30565461,NA,"Americas","South America"
"15448","2013-03-10","Poland",63,2013,4.5,77.3,1.42,38618698,NA,"Europe","Eastern Europe"
"15449","2013-03-10","Romania",928,2013,10.5,74.9,1.42,19794163,NA,"Europe","Eastern Europe"
"15450","2013-03-10","Russia",1209,2013,8.9,70.8,1.6,143367341,NA,"Europe","Eastern Europe"
"15451","2013-03-10","South.Africa",2184,2013,NA,NA,NA,NA,NA,NA,NA
"15452","2013-03-10","Spain",80,2013,3.7,82.5,1.51,46455163,NA,"Europe","Southern Europe"
"15453","2013-03-10","Sweden",19,2013,2.4,81.9,1.93,9624247,NA,"Europe","Northern Europe"
"15454","2013-03-10","Switzerland",167,2013,3.6,82.8,1.53,8118719,NA,"Europe","Western Europe"
"15455","2013-03-10","Ukraine",679,2013,8.6,71.3,1.47,45165211,NA,"Europe","Eastern Europe"
"15456","2013-03-10","United.States",3242,2013,NA,NA,NA,NA,NA,NA,NA
"15457","2013-03-10","Uruguay",59,2013,9.5,76.4,2.05,3407969,NA,"Americas","South America"
"15458","2013-03-17","Argentina",107,2013,11.9,76.2,2.18,42538304,NA,"Americas","South America"
"15459","2013-03-17","Australia",275,2013,3.4,82.4,1.88,23270465,NA,"Oceania","Australia and New Zealand"
"15460","2013-03-17","Austria",1191,2013,3.2,81.1,1.47,8486962,NA,"Europe","Western Europe"
"15461","2013-03-17","Belgium",147,2013,3.4,80.4,1.85,11153122,NA,"Europe","Western Europe"
"15462","2013-03-17","Bolivia",214,2013,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"15463","2013-03-17","Brazil",165,2013,14.3,74.1,1.8,204259377,NA,"Americas","South America"
"15464","2013-03-17","Bulgaria",549,2013,10.1,74.6,1.54,7252539,NA,"Europe","Eastern Europe"
"15465","2013-03-17","Canada",1833,2013,4.6,81.6,1.67,35230612,NA,"Americas","Northern America"
"15466","2013-03-17","Chile",7,2013,7.3,79.1,1.82,17575833,NA,"Americas","South America"
"15467","2013-03-17","France",44,2013,3.6,81.7,1.98,63844529,NA,"Europe","Western Europe"
"15468","2013-03-17","Germany",1104,2013,3.3,80.7,1.42,80565861,NA,"Europe","Western Europe"
"15469","2013-03-17","Hungary",103,2013,5.4,76.1,1.41,9924507,NA,"Europe","Eastern Europe"
